distrito,candidato,lista,partido,programa
17,RIGOBERTO ANTONIO CARCAMO CHAMORRO,ASAMBLEA POPULAR POR LA DIGNIDAD (D17),INDEPENDIENTES,Descargar archivo aquí
17,ALEJANDRO ESTEBAN MARTINEZ CHIRINO,COMUNIDAD INDEPENDIENTE DE MAULE (D17),INDEPENDIENTES,Descargar archivo aquí
17,CHRISTIAN ALONSO GOMEZ BARRIOS,COMUNIDAD INDEPENDIENTE DE MAULE (D17),INDEPENDIENTES,Descargar archivo aquí
17,CLARA LUZ ROMAN HERNANDEZ,COMUNIDAD INDEPENDIENTE DE MAULE (D17),INDEPENDIENTES,Descargar archivo aquí
17,FABIAN ERNESTO POBLETE OLAVE,COMUNIDAD INDEPENDIENTE DE MAULE (D17),INDEPENDIENTES,Descargar archivo aquí
17,KATHERINE ANDREA MOYA QUIROZ,COMUNIDAD INDEPENDIENTE DE MAULE (D17),INDEPENDIENTES,Descargar archivo aquí
17,MARIA JOSE POBLETE CAMPOS,COMUNIDAD INDEPENDIENTE DE MAULE (D17),INDEPENDIENTES,Descargar archivo aquí
17,VICTOR RUIZ-TAGLE CARRASCO,COMUNIDAD INDEPENDIENTE DE MAULE (D17),INDEPENDIENTES,Descargar archivo aquí
17,ALFONSO GERMAN YAÑEZ LEON,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D17),INDEPENDIENTES,Descargar archivo aquí
17,ALICIA ARAVENA GAJARDO,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D17),INDEPENDIENTES,Descargar archivo aquí
17,BAIRON ALEXIS REYES SEPULVEDA,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D17),INDEPENDIENTES,Descargar archivo aquí
17,CAROLINA ANDREA ROJAS AGUILAR,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D17),INDEPENDIENTES,Descargar archivo aquí
17,DORIS PAULINA MORAN ABARCA,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D17),INDEPENDIENTES,Descargar archivo aquí
17,JUAN JOSE SOTO CORTES,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D17),INDEPENDIENTES,Descargar archivo aquí
17,LEANDRO ANTONIO GONZALEZ OPAZO,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D17),INDEPENDIENTES,Descargar archivo aquí
17,ANGELICA MARIA VELASQUEZ PEREZ,LA LISTA DEL PUEBLO (D17),INDEPENDIENTES,Descargar archivo aquí
17,ANTONIA ELENA ROSALES BARRIENTOS,LA LISTA DEL PUEBLO (D17),INDEPENDIENTES,Descargar archivo aquí
17,CARLOS HERNAN GREZ ROJAS,LA LISTA DEL PUEBLO (D17),INDEPENDIENTES,Descargar archivo aquí
17,CATALINA SOFIA TELLO TAPIA,LA LISTA DEL PUEBLO (D17),INDEPENDIENTES,Descargar archivo aquí
17,CLAUDIO ANTONIO MOYA MANRIQUEZ,LA LISTA DEL PUEBLO (D17),INDEPENDIENTES,Descargar archivo aquí
17,ELSA CAROLINA LABRAÑA PINO,LA LISTA DEL PUEBLO (D17),INDEPENDIENTES,Descargar archivo aquí
17,LUIS EDUARDO HERNANDEZ CAMPOS,LA LISTA DEL PUEBLO (D17),INDEPENDIENTES,Descargar archivo aquí
17,CHRISTIAN VIERA ALVAREZ,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
17,HUGO VELOSO CASTRO,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
17,JULIETA MAUREIRA LAGOS,LISTA DEL APRUEBO,PARTIDO RADICAL DE CHILE,Descargar archivo aquí
17,PAULINA ELISSETCHE HURTADO,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
17,RODRIGO ANTONIO POBLETE REYES,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
17,ROXANA XIMENA LEVENIER CARRASCO,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
17,SERGIO MONSALVE VERGARA,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
17,SUSANA ZAMORANO MONTERO,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
17,ALFREDO MORENO ECHEVERRIA,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
17,ANTONIO WALKER PRIETO,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
17,BARBARA REBOLLEDO AGUIRRE,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
17,CONSTANZA GAJARDO MIRANDA,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
17,FRANCISCO JAVIER CLAVER HOJAS,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
17,IRENE CORTES FUENZALIDA,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
17,ROSANNA GARCIA CHEVECICH,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
17,SERGIO ANDRES CORREA DE LA CERDA,VAMOS POR CHILE,PARTIDO REPUBLICANO DE CHILE,Descargar archivo aquí
18,CARLOS RAUL FUENTES BARROS,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
18,CONSUELO VELOSO AVILA,APRUEBO DIGNIDAD,REVOLUCION DEMOCRATICA,Descargar archivo aquí
18,DENISA DEL PILAR COFRE CACERES,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
18,GLORIA MARGOT PARADA SANCHEZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
18,RICARDO GERMAN TAPIA MUÑOZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
18,CAMILA CONSTANZA CABALLERO RIVERA,LA LISTA DEL PUEBLO MAULE SUR (D18),INDEPENDIENTES,Descargar archivo aquí
18,FERNANDO SALINAS MANFREDINI,LA LISTA DEL PUEBLO MAULE SUR (D18),INDEPENDIENTES,Descargar archivo aquí
18,FRANCISCA MARYCARMEN ARAUNA URRUTIA,LA LISTA DEL PUEBLO MAULE SUR (D18),INDEPENDIENTES,Descargar archivo aquí
18,PRISCILA VERONICA GONZALEZ CARRILLO,LA LISTA DEL PUEBLO MAULE SUR (D18),INDEPENDIENTES,Descargar archivo aquí
18,RODRIGO ALVARO NORAMBUENA ORTEGA,LA LISTA DEL PUEBLO MAULE SUR (D18),INDEPENDIENTES,Descargar archivo aquí
18,ALEJANDRO ARAYA VALDES,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
18,ANA NICOL ARAVENA GAJARDO,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
18,DANIELA ALEJANDRA ORTEGA MUÑOZ,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
18,ERNESTO CARLOS GARRATT VIÑES,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
18,MARIA SOLEDAD MEDEL SALAZAR,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
18,RICARDO MONTERO ALLENDE,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
18,DENISE PATRICIA MEWES SCHNAIDT,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
18,JUAN ANIBAL ARIZTIA CORREA,VAMOS POR CHILE,PARTIDO REPUBLICANO DE CHILE,Descargar archivo aquí
18,LEROY IBAÑEZ HUENUR,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
18,MANUEL ABRAHAM NOMAN ELIAS,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
18,MARIA EUGENIA HORMAZABAL CARVAJAL,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
18,PATRICIA LABRA BESSERER,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
19,CRISTINA ANDREA MARTIN SAEZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
19,JONATHAN STEPHANO CHANDIA ITURRA,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
19,JOSE OSVALDO ZUÑIGA PINO,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
19,MIGUEL ANGEL LIZANA VALENZUELA,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
19,MONICA ELISA NAVEILLAN JENSEN,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
19,ROCIO BELEN HIZMERI FERNANDEZ,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
19,CRISTOBAL ALEJANDRO URIBE FIGUEROA,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
19,CRISTINA MELODYER GONZALEZ JORQUERA,CIUDADANOS CRISTIANOS,INDEPENDIENTES,Descargar archivo aquí
19,ELIZABETH TRECY SAN MARTIN GROLMUS,CIUDADANOS CRISTIANOS,INDEPENDIENTES,Descargar archivo aquí
19,HECTOR ENRIQUE MUÑOZ ORREGO,CIUDADANOS CRISTIANOS,PARTIDO CONSERVADOR CRISTIANO,Descargar archivo aquí
19,JUAN CARLOS PINO ALVARADO,CIUDADANOS CRISTIANOS,PARTIDO CONSERVADOR CRISTIANO,Descargar archivo aquí
19,LUIS ESTEBAN COFRE LOPEZ,CIUDADANOS CRISTIANOS,INDEPENDIENTES,Descargar archivo aquí
19,SARA NICOL CONCHA SMITH,CIUDADANOS CRISTIANOS,PARTIDO CONSERVADOR CRISTIANO,Descargar archivo aquí
19,CESAR URIBE ARAYA,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)",INDEPENDIENTES,Descargar archivo aquí
19,MARIA CONSUELO VILLASEÑOR SOTO,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)",INDEPENDIENTES,Descargar archivo aquí
19,MISAELA CORTEZ SANHUEZA,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)",INDEPENDIENTES,Descargar archivo aquí
19,NELSON ENRIQUE AGURTO PAVEZ,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)",INDEPENDIENTES,Descargar archivo aquí
19,SERGIO HUMBERTO FONSECA HENRIQUEZ,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)",INDEPENDIENTES,Descargar archivo aquí
19,XIMENA PACHECO GONZALEZ,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)",INDEPENDIENTES,Descargar archivo aquí
19,CAROLINA ANDREA SEPULVEDA SEPULVEDA,INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19),INDEPENDIENTES,Descargar archivo aquí
19,CLEMENTE MARIN ABUIN,INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19),INDEPENDIENTES,Descargar archivo aquí
19,ELGA CLAUDIA GARRIDO ABARCA,INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19),INDEPENDIENTES,Descargar archivo aquí
19,RAMON AGUSTIN SOLA FOSALBA,INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19),INDEPENDIENTES,Descargar archivo aquí
19,SAMUEL JIMENEZ LETELIER,INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19),INDEPENDIENTES,Descargar archivo aquí
19,VIRGINIA ESTER ORTEGA BAHAMONDES,INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19),INDEPENDIENTES,Descargar archivo aquí
19,FELIPE HARBOE BASCUÑAN,LISTA DEL APRUEBO,PARTIDO POR LA DEMOCRACIA,Descargar archivo aquí
19,IVAN PAUL ESPINOZA,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
19,MARCIA ISABEL WALL TORO,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
19,REBECA ISABEL PAVEZ MERY,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
19,SCARLET HIDALGO JARA,LISTA DEL APRUEBO,PARTIDO POR LA DEMOCRACIA,Descargar archivo aquí
19,CLAUDIA MONTECINOS VELOSO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
19,JOSE ARRIAGADA CONTRERAS,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
19,ROSA ACUÑA DE LA FUENTE,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
19,RUDDY FIGUEROA GONZALEZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
19,CARLOS MATIAS PINOCHET BASTIAS,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
19,LUCAS VIDAL MAUREIRA,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
19,MARGARITA LETELIER CORTES,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
19,MARTIN ARRAU GARCIA-HUIDOBRO,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
19,NATALIA REYES LOBOS,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
19,ROSSANA YAÑEZ FULLER,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
20,AMAYA PAULINA ALVEZ MARIN,APRUEBO DIGNIDAD,REVOLUCION DEMOCRATICA,Descargar archivo aquí
20,CARLOS ANTONIO LOPEZ ODGERS,APRUEBO DIGNIDAD,IGUALDAD,Descargar archivo aquí
20,EDUARDO FELIPE PACHECO PACHECO,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
20,HERNAN MAURICIO CORTES BERNAL,APRUEBO DIGNIDAD,FEDERACION REGIONALISTA VERDE SOCIAL,Descargar archivo aquí
20,MARIA CANDELARIA ACEVEDO SAEZ,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
20,MARIA MILLARAY SAEZ ESPINOZA,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
20,OSCAR MENARES HERNANDEZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
20,PAMELA ANDREA HIDALGO PARRA,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
20,ALEXANDRA MACHUCA NORAMBUENA,ASAMBLEA POPULAR CONSTITUYENTE (D20),INDEPENDIENTES,Descargar archivo aquí
20,ANDREA IVONNE CAMPOS PARRA,ASAMBLEA POPULAR CONSTITUYENTE (D20),INDEPENDIENTES,Descargar archivo aquí
20,BASTIAN ESTEBAN LABBE SALAZAR,ASAMBLEA POPULAR CONSTITUYENTE (D20),INDEPENDIENTES,Descargar archivo aquí
20,DANIELA ESTER GUZMAN HUENCHULEO,ASAMBLEA POPULAR CONSTITUYENTE (D20),INDEPENDIENTES,Descargar archivo aquí
20,JAVIER EDMUNDO DEL RIO RICHTER,ASAMBLEA POPULAR CONSTITUYENTE (D20),INDEPENDIENTES,Descargar archivo aquí
20,LUIS IGNACIO PEREZ DIAZ,ASAMBLEA POPULAR CONSTITUYENTE (D20),INDEPENDIENTES,Descargar archivo aquí
20,SEBASTIAN ENRIQUE VALDES LOZANO,ASAMBLEA POPULAR CONSTITUYENTE (D20),INDEPENDIENTES,Descargar archivo aquí
20,SINDY IVONNE SALAZAR PINCHEIRA,ASAMBLEA POPULAR CONSTITUYENTE (D20),INDEPENDIENTES,Descargar archivo aquí
20,JOSE CISTERNAS TAPIA,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
20,ROBERTO ANDRES FRANCESCONI RIQUELME,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
20,ANA MARIA CAVALERIE SALAZAR,INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20),INDEPENDIENTES,Descargar archivo aquí
20,ANTONIO RODOLFO MENA VELASQUEZ,INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20),INDEPENDIENTES,Descargar archivo aquí
20,MAGALY MELLA ABALOS,INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20),INDEPENDIENTES,Descargar archivo aquí
20,NICOLAS FELIPOS FUENTES,INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20),INDEPENDIENTES,Descargar archivo aquí
20,PABLO VICTOR SIMON RODRIGUEZ ARIAS,INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20),INDEPENDIENTES,Descargar archivo aquí
20,PAULO IGNACIO SAN MARTIN CUEVAS,INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20),INDEPENDIENTES,Descargar archivo aquí
20,SUSANA ANDREA HERRERA QUEZADA,INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20),INDEPENDIENTES,Descargar archivo aquí
20,TAMMY SOLANGE PUSTILNICK ARDITI,INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20),INDEPENDIENTES,Descargar archivo aquí
20,CARLOS RODRIGO CONCHA ESCANDON,LA LISTA DEL PUEBLO(D20),INDEPENDIENTES,Descargar archivo aquí
20,FERNANDO ENRIQUE DAZA MARDONES,LA LISTA DEL PUEBLO(D20),INDEPENDIENTES,Descargar archivo aquí
20,LIDIA ISABEL ESPINOZA SANHUEZA,LA LISTA DEL PUEBLO(D20),INDEPENDIENTES,Descargar archivo aquí
20,MARIA CONSUELO MOLINA RODRIGUEZ,LA LISTA DEL PUEBLO(D20),INDEPENDIENTES,Descargar archivo aquí
20,MARIA VALERIA MELGAREJO TOLEDO,LA LISTA DEL PUEBLO(D20),INDEPENDIENTES,Descargar archivo aquí
20,MIGUEL ESTEBAN ERICES ARROYO,LA LISTA DEL PUEBLO(D20),INDEPENDIENTES,Descargar archivo aquí
20,RICARDO HERNAN MAHNKE CONTRERAS,LA LISTA DEL PUEBLO(D20),INDEPENDIENTES,Descargar archivo aquí
20,ROSSANA LORETO VIDAL HERNANDEZ,LA LISTA DEL PUEBLO(D20),INDEPENDIENTES,Descargar archivo aquí
20,ANDRES CRUZ CARRASCO,LISTA DEL APRUEBO,IND PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
20,FABIOLA TRONCOSO ALVARADO,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
20,GUIDO ALONSO LILLO VELASQUEZ,LISTA DEL APRUEBO,IND PARTIDO PROGRESISTA DE CHILE,Descargar archivo aquí
20,LORENA LOBOS CASTRO,LISTA DEL APRUEBO,IND PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
20,MARIA ANGELICA FUENTES FUENTEALBA,LISTA DEL APRUEBO,PARTIDO POR LA DEMOCRACIA,Descargar archivo aquí
20,OSCAR VEGA ORIHUELA,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
20,PAULA SOLEDAD ALVAREZ DIAZ,LISTA DEL APRUEBO,IND PARTIDO PROGRESISTA DE CHILE,Descargar archivo aquí
20,PAVEL LUCIANO GUIÑEZ NAHUELÑIR,LISTA DEL APRUEBO,IND PARTIDO RADICAL DE CHILE,Descargar archivo aquí
20,CARLA LARA GALLARDO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
20,ELIZABETH MUJICA ZEPEDA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
20,FERNANDO SEPULVEDA BRICEÑO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
20,FRANCISCO VERA AGUILERA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
20,JAVIER GUERRERO PELLERANO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
20,MARIA JOSE GORMAZ ARAVENA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
20,PAULA AVILA RIVERA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
20,RAUL DIAZ RUIZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
20,DIEGO ALBERTO FERRADA SEGOVIA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
20,NATASCHA GOTSCHLICH ENRIQUEZ,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
20,ALEJANDRO RODRIGO REYES SCHWARTZ,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
20,CLAUDIA ANDREA PAVEZ SOUPER,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
20,ELIAS RAMOS MUÑOZ,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
20,JORGE SERON FERRE,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
20,LUCIANO ERNESTO SILVA MORA,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
20,PAZ CHARPENTIER RAJCEVICH,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
20,ROCIO CANTUARIAS RUBIO,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
20,YANINA CONTRERAS ALVAREZ,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
21,ALVARO VALENTIN SANCHEZ ROJAS,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
21,MARCELA IVETTE SAAVEDRA POLANCO,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
21,PATRICIA ISABEL VALDERAS SILVA,APRUEBO DIGNIDAD,IND PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
21,VANESSA CAMILA HOPPE ESPOZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
21,VASILI GUILLERMO CARRILLO NOVA,APRUEBO DIGNIDAD,IND PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
21,ITALO SEBASTIAN GALLEGOS PULIDO,BIOBIO SIN PARTIDOS (D21),INDEPENDIENTES,Descargar archivo aquí
21,MARCELO CARRILLO FERNANDEZ,BIOBIO SIN PARTIDOS (D21),INDEPENDIENTES,Descargar archivo aquí
21,MIGUEL ANTONIO BECAR LABRAÑA,BIOBIO SIN PARTIDOS (D21),INDEPENDIENTES,Descargar archivo aquí
21,MILEM MACARENA SOTO OCHOA,BIOBIO SIN PARTIDOS (D21),INDEPENDIENTES,Descargar archivo aquí
21,PAZ DENIS QUEVEDO PAREDES,BIOBIO SIN PARTIDOS (D21),INDEPENDIENTES,Descargar archivo aquí
21,CARLOS DAVID MARTINEZ CONEJERO,CIUDADANOS CRISTIANOS,PARTIDO CONSERVADOR CRISTIANO,Descargar archivo aquí
21,CAROLINA ANGELA GARATE VERGARA,CIUDADANOS CRISTIANOS,INDEPENDIENTES,Descargar archivo aquí
21,JOEL ENRIQUE GONZALEZ MARILEO,CIUDADANOS CRISTIANOS,PARTIDO CONSERVADOR CRISTIANO,Descargar archivo aquí
21,TAMARA SEPHORA GONZALEZ CELIS,CIUDADANOS CRISTIANOS,PARTIDO CONSERVADOR CRISTIANO,Descargar archivo aquí
21,ALEJANDRA NAVARRETE FERREIRA,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21),INDEPENDIENTES,Descargar archivo aquí
21,CLARA INES SAGARDIA CABEZAS,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21),INDEPENDIENTES,Descargar archivo aquí
21,ELIZABETH DE LOURDES AGUILERA NOVOA,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21),INDEPENDIENTES,Descargar archivo aquí
21,GERMAN RIOS SAN MARTIN,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21),INDEPENDIENTES,Descargar archivo aquí
21,JAVIER FUCHSLOCHER BAEZA,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21),INDEPENDIENTES,Descargar archivo aquí
21,LUIS GUTIERREZ CONTRERAS,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21),INDEPENDIENTES,Descargar archivo aquí
21,AURELIA DEL CARMEN ORMEÑO CARVALLO,LISTA DEL APRUEBO,PARTIDO RADICAL DE CHILE,Descargar archivo aquí
21,ESTEFANY ANGELA PAOLA TISI GONZALEZ,LISTA DEL APRUEBO,IND PARTIDO POR LA DEMOCRACIA,Descargar archivo aquí
21,LUIS RAMON BARCELO AMADO,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
21,MARCELO URRUTIA BURNS,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
21,NORKA FLORES JARA,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
21,OSCAR EDUARDO BURGOS PEREDO,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
21,ALVARO SAN MARTIN OPORTUS,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
21,CLAUDIA GODOY LIRA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
21,DOMINGO TORRES SANCHEZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
21,JOAQUIN SALDIVIA JARPA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
21,LORETO BUSTOS SALGADO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
21,MARIA EDITH ALMANZA LATORRE,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
21,CYNTHIA NICOLE PEREZ ACUÑA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
21,ITALO ZUNINO BESNIER,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
21,JAVIERA ALEJANDRA HORMAZABAL MARTIN,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
21,JORGE IVAN GUZMAN ACUÑA,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
21,PABLO SEBASTIAN PERELLO PEREZ,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
21,PAULINA VELOSO MUÑOZ,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
21,TAMARA ALEJANDRA ROGERS SUFAN,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
22,HAYDEE ULLOA BRAVO,APRUEBO DIGNIDAD,IND IGUALDAD,Descargar archivo aquí
22,ESTRELLA CONSTANZA MEZA LAVANDERO,CIUDADANOS CRISTIANOS,PARTIDO CONSERVADOR CRISTIANO,Descargar archivo aquí
22,FELIPE ANDRES MARTINEZ REYES,CIUDADANOS CRISTIANOS,INDEPENDIENTES,Descargar archivo aquí
